time,watts,cadence,heartrate,altitude,velocity_smooth,moving,grade_smooth,temp,torque
121,85,68,101,310.4,0.0,true,0.0,20,12
122,86,67,101,310.4,0.0,true,0.0,20,12
123,94,67,101,310.4,0.0,true,0.0,20,13
124,96,68,101,310.4,0.0,true,0.0,20,13
125,88,68,101,310.2,0.0,true,0.0,20,12
126,77,57,100,310.2,0.0,true,0.0,20,13
127,77,57,100,310.2,0.0,true,0.0,20,13
128,97,57,100,310.6,0.0,true,0.0,20,16
129,101,64,100,310.4,0.0,true,0.0,20,15
130,110,65,101,310.4,0.0,true,0.0,20,16
131,110,65,101,310.4,0.0,true,0.0,20,16
132,101,65,102,310.8,0.0,true,0.0,20,15
133,104,65,102,310.4,0.0,true,0.0,20,15
134,99,65,103,310.4,0.0,true,0.0,20,15
135,110,65,103,310.4,0.0,true,0.0,20,16
136,107,66,103,310.4,0.0,true,0.0,20,15
137,100,66,103,310.2,0.0,true,0.0,20,14
138,102,65,103,310.2,0.0,true,0.0,20,15
139,113,66,103,310.2,0.0,true,0.0,20,16
140,104,66,104,310.2,0.0,true,0.0,20,15
141,103,66,104,310.4,0.0,true,0.0,20,15
142,101,66,104,310.4,0.0,true,0.0,20,15
143,107,66,103,310.4,0.0,true,0.0,20,15
144,105,66,103,310.4,0.0,true,0.0,20,15
145,98,66,103,310.2,0.0,true,0.0,20,14
146,105,66,103,310.2,0.0,true,0.0,20,15
147,106,65,103,310.2,0.0,true,0.0,20,16
148,106,65,103,310.6,0.0,true,0.0,20,16
149,101,65,103,310.6,0.0,true,0.0,20,15
150,100,65,104,310.6,0.0,true,0.0,20,15
151,105,65,104,310.6,0.0,true,0.0,20,15
152,92,65,105,310.6,0.0,true,0.0,20,14
153,101,65,105,310.4,0.0,true,0.0,20,15
154,105,65,106,310.4,0.0,true,0.0,20,15
155,103,65,106,310.4,0.0,true,0.0,20,15
156,94,65,106,310.4,0.0,true,0.0,20,14
157,92,64,106,310.6,0.0,true,0.0,20,14
158,95,64,106,310.6,0.0,true,0.0,20,14
159,97,63,106,310.6,0.0,true,0.0,20,15
160,94,63,105,310.6,0.0,true,0.0,20,14
161,97,64,105,310.4,0.0,true,0.0,20,14
162,97,64,105,310.4,0.0,true,0.0,20,14
163,0,64,104,310.4,0.0,true,0.0,20,0
164,0,0,103,310.4,0.0,true,0.0,20,0
165,0,0,103,310.2,0.0,true,0.0,20,0
166,0,0,102,310.2,0.0,true,0.0,20,0
167,0,0,101,310.2,0.0,true,0.0,20,0
168,0,0,97,310.2,0.0,true,0.0,20,0
169,0,0,95,310.2,0.0,true,0.0,20,0
170,0,0,94,310.2,0.0,true,0.0,20,0
171,0,0,94,310.2,0.0,true,0.0,20,0
172,0,0,93,310.2,0.0,true,0.0,20,0
173,0,0,93,310.4,0.0,true,0.0,20,0
174,0,0,93,310.4,0.0,true,0.0,20,0
175,0,0,92,310.4,0.0,true,0.0,20,0
176,0,0,92,310.4,0.0,true,0.0,20,0
177,0,0,92,310.4,0.0,true,0.0,20,0
178,0,0,92,310.4,0.0,true,0.0,20,0
179,0,0,91,310.4,0.0,true,0.0,20,0
180,0,0,91,310.2,0.0,true,0.0,20,0
181,0,0,91,310.2,0.0,true,0.0,20,0
182,0,0,91,310.2,0.0,true,0.0,20,0
183,0,0,90,310.2,0.0,true,0.0,20,0
184,0,0,90,310.2,0.0,true,0.0,20,0
185,0,0,89,310.4,0.0,true,0.0,20,0
186,0,0,89,310.4,0.0,true,0.0,20,0
187,0,0,89,310.4,0.0,true,0.0,20,0
188,0,0,89,310.8,0.0,true,0.0,20,0
189,0,0,89,310.6,0.0,true,0.0,20,0
190,0,0,89,310.6,0.0,true,0.0,20,0
191,0,0,88,310.6,0.0,true,0.0,20,0
192,0,0,88,310.6,0.0,true,0.0,20,0
193,0,0,87,310.8,0.0,true,0.0,20,0
194,0,0,87,310.8,0.0,true,0.0,20,0
195,0,0,85,310.8,0.0,true,0.0,20,0
196,0,0,84,310.8,0.0,true,0.0,20,0
197,0,0,84,310.4,0.0,true,0.0,20,0
198,0,0,84,310.4,0.0,true,0.0,20,0
199,0,0,84,310.4,0.0,true,0.0,20,0
200,0,0,84,310.4,0.0,true,0.0,20,0
201,0,0,84,310.2,0.0,true,0.0,20,0
202,107,62,84,310.2,0.0,true,0.0,20,16
203,99,62,85,310.2,0.0,true,0.0,20,15
204,102,62,88,310.2,0.0,true,0.0,20,16
205,108,63,89,310.2,0.0,true,0.0,20,16
206,99,64,93,310.2,0.0,true,0.0,20,15
207,111,65,95,310.2,0.0,true,0.0,20,16
208,99,65,95,310.2,0.0,true,0.0,20,15
209,105,65,97,310.6,0.0,true,0.0,20,15
210,102,66,99,310.6,0.0,true,0.0,20,15
211,105,66,99,310.6,0.0,true,0.0,20,15
212,105,66,99,310.4,0.0,true,0.0,20,15
213,92,65,99,310.6,0.0,true,0.0,20,14
214,103,64,99,310.6,0.0,true,0.0,20,15
215,102,64,97,310.6,0.0,true,0.0,20,15
216,104,65,94,310.6,0.0,true,0.0,20,15
217,102,65,92,310.4,0.0,true,0.0,20,15
218,102,65,91,310.4,0.0,true,0.0,20,15
219,105,66,91,310.4,0.0,true,0.0,20,15
220,94,65,91,310.8,0.0,true,0.0,20,14
221,94,65,91,310.6,0.0,true,0.0,20,14
222,91,65,92,310.6,0.0,true,0.0,20,13
223,92,64,94,310.6,0.0,true,0.0,20,14
224,95,64,94,310.6,0.0,true,0.0,20,14
225,90,64,95,310.8,0.0,true,0.0,20,13
226,98,63,95,310.8,0.0,true,0.0,20,15
227,99,64,95,310.8,0.0,true,0.0,20,15
228,90,64,95,310.6,0.0,true,0.0,20,13
229,97,63,94,310.8,0.0,true,0.0,20,15
230,97,64,94,310.8,0.0,true,0.0,20,14
231,99,64,94,310.8,0.0,true,0.0,20,15
232,97,64,95,310.4,0.0,true,0.0,20,14
233,77,65,96,310.0,0.0,true,0.0,20,11
234,115,57,96,310.0,0.0,true,0.0,20,19
235,116,59,96,310.0,0.0,true,0.0,20,19
236,106,59,97,311.0,0.0,true,0.0,20,17
237,113,60,97,310.4,0.0,true,0.0,20,18
238,112,61,97,310.4,0.0,true,0.0,20,18
239,107,61,97,310.4,0.0,true,0.0,20,17
240,118,62,97,310.4,0.0,true,0.0,20,18
241,119,62,98,310.0,0.0,true,0.0,20,18
242,115,62,98,310.0,0.0,true,0.0,20,18
243,114,62,99,310.0,0.0,true,0.0,20,18
244,109,62,100,310.4,0.0,true,0.0,20,17
245,109,62,101,310.4,0.0,true,0.0,20,17
246,112,62,101,310.4,0.0,true,0.0,20,17
247,103,62,101,310.4,0.0,true,0.0,20,16
248,112,62,101,310.4,0.0,true,0.0,20,17
249,112,62,101,310.8,0.0,true,0.0,20,17
250,80,61,100,310.8,0.0,true,0.0,20,13
251,113,49,100,310.8,0.0,true,0.0,20,22
252,74,50,100,310.8,0.0,true,0.0,20,14
253,99,56,100,310.6,0.0,true,0.0,20,17
254,99,65,100,310.6,0.0,true,0.0,20,15
255,101,66,100,310.6,0.0,true,0.0,20,15
256,83,65,101,310.6,0.0,true,0.0,20,12
257,85,64,101,310.8,0.0,true,0.0,20,13
258,95,64,102,310.8,0.0,true,0.0,20,14
259,95,64,102,310.8,0.0,true,0.0,20,14
260,80,64,103,310.6,0.0,true,0.0,20,12
261,116,60,103,310.8,0.0,true,0.0,20,18
262,113,61,103,310.8,0.0,true,0.0,20,18
263,121,62,103,310.8,0.0,true,0.0,20,19
264,111,62,103,310.8,0.0,true,0.0,20,17
265,113,63,104,311.0,0.0,true,0.0,20,17
266,115,63,104,311.0,0.0,true,0.0,20,17
267,112,63,104,311.0,0.0,true,0.0,20,17
268,109,62,104,310.4,0.0,true,0.0,20,17
269,114,63,105,310.6,0.0,true,0.0,20,17
270,95,62,104,310.6,0.0,true,0.0,20,15
271,95,62,104,310.6,0.0,true,0.0,20,15
272,0,0,103,310.2,0.0,true,0.0,20,0
273,0,0,102,310.6,0.0,true,0.0,20,0
274,0,0,101,310.6,0.0,true,0.0,20,0
275,0,0,100,310.6,0.0,true,0.0,20,0
276,0,0,100,310.6,0.0,true,0.0,20,0
277,0,0,99,310.6,0.0,true,0.0,20,0
278,91,53,99,310.6,0.0,true,0.0,20,16
279,94,54,99,310.6,0.0,true,0.0,20,17
280,94,54,99,310.8,0.0,true,0.0,20,17
281,105,56,99,310.8,0.0,true,0.0,20,18
282,105,56,100,310.8,0.0,true,0.0,20,18
283,104,58,101,310.8,0.0,true,0.0,20,17
284,104,59,102,310.8,0.0,true,0.0,20,17
285,106,60,103,310.6,0.0,true,0.0,20,17
286,105,60,103,310.6,0.0,true,0.0,20,17
287,105,60,103,310.6,0.0,true,0.0,20,17
288,110,60,104,310.6,0.0,true,0.0,20,18
289,107,61,103,310.8,0.0,true,0.0,20,17
290,107,61,103,310.8,0.0,true,0.0,20,17
291,105,61,102,310.8,0.0,true,0.0,20,16
292,106,61,101,310.8,0.0,true,0.0,20,17
293,113,61,100,310.4,0.0,true,0.0,20,18
294,109,62,99,310.4,0.0,true,0.0,20,17
295,109,62,99,310.4,0.0,true,0.0,20,17
296,106,62,99,310.4,0.0,true,0.0,20,16
297,106,62,100,310.6,0.0,true,0.0,20,16
298,108,62,101,310.6,0.0,true,0.0,20,17
299,113,62,101,310.6,0.0,true,0.0,20,17
300,113,63,101,310.2,0.0,true,0.0,20,17
301,100,62,101,310.8,0.0,true,0.0,20,15
302,110,62,101,310.8,0.0,true,0.0,20,17
303,109,62,101,310.8,0.0,true,0.0,20,17
304,108,62,101,310.8,0.0,true,0.0,20,17
305,108,62,101,310.8,0.0,true,0.0,20,17
