time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,moving,grade_smooth,temp,torque
0,0,45,89,0.0,308.6,24.191803,120.59424,0.0,false,-9.5,19,0
1,25,45,89,0.0,308.6,24.191803,120.59424,0.0,false,-4.7,19,5
2,12,46,89,0.0,308.4,24.191803,120.59424,0.0,false,-6.3,19,2
3,12,33,89,2.1,308.4,24.191803,120.59424,0.7,true,-1.9,19,3
4,16,0,89,4.3,308.4,24.191803,120.59424,1.075,true,0.0,19,0
5,53,32,89,6.4,308.2,24.191803,120.59424,1.28,true,0.0,19,16
6,53,54,90,10.7,308.4,24.191803,120.59424,2.14,true,3.8,19,9
7,45,54,89,10.7,308.4,24.191803,120.59424,2.14,false,1.6,19,8
8,45,55,88,12.8,308.4,24.191803,120.59424,2.14,true,0.0,19,8
9,45,55,88,14.9,308.8,24.191803,120.59424,2.12,true,0.0,19,8
10,62,54,88,19.2,308.4,24.191803,120.59424,2.56,true,0.0,19,11
11,62,54,88,21.4,308.4,24.191803,120.59424,2.14,true,0.0,19,11
12,64,57,87,23.5,308.4,24.191803,120.59424,2.56,true,1.9,19,11
13,75,57,87,25.6,308.8,24.191803,120.59424,2.56,true,1.9,19,13
14,59,73,87,29.9,308.6,24.191803,120.59424,3.0,true,1.6,19,8
15,47,75,86,32.0,308.6,24.191803,120.59424,2.56,true,-1.6,19,6
16,47,84,86,36.3,308.6,24.191803,120.59424,2.98,true,-3.1,19,5
17,0,84,85,38.4,308.6,24.191803,120.59424,2.98,true,-2.7,19,0
18,0,0,85,42.7,308.2,24.191803,120.59424,3.42,true,-3.1,19,0
19,0,0,86,47.0,308.2,24.191803,120.59424,3.42,true,-4.0,19,0
20,0,0,86,49.1,308.2,24.191803,120.59424,3.42,true,-2.7,19,0
21,104,0,86,53.4,308.0,24.191803,120.59424,3.42,true,-3.1,19,0
22,75,61,86,57.7,307.8,24.191803,120.59424,3.86,true,-3.1,19,12
23,105,60,87,59.8,307.8,24.191803,120.59424,3.42,true,-1.9,19,17
24,123,60,87,61.9,307.8,24.191803,120.59424,2.98,true,1.6,19,20
25,101,63,87,64.1,307.8,24.191803,120.59424,3.0,true,1.9,19,15
26,97,64,87,66.2,308.0,24.191803,120.59424,2.56,true,1.9,19,14
27,117,71,88,70.5,308.0,24.191803,120.59424,2.56,true,1.6,19,16
28,138,72,88,72.6,308.0,24.191803,120.59424,2.56,true,1.4,19,18
29,136,73,88,76.9,308.0,24.191803,120.59424,3.0,true,1.6,19,18
30,166,74,89,80.1,308.2,24.191803,120.59424,3.2,true,1.6,19,21
31,166,72,89,83.3,308.2,24.191803,120.59424,3.42,true,11.2,19,22
32,123,63,90,85.4,308.2,24.191803,120.59424,2.98,true,8.5,19,19
33,123,65,91,87.6,309.2,24.191803,120.59424,3.0,true,9.3,19,18
34,206,64,92,91.8,309.2,24.191803,120.59424,2.98,true,9.3,19,31
35,166,72,93,94.0,309.2,24.191803,120.59424,2.78,true,0.0,19,22
36,156,72,93,96.1,309.2,24.191803,120.59424,2.56,true,5.6,19,21
37,103,76,95,98.3,309.2,24.191803,120.59424,2.58,true,4.7,19,13
38,103,80,95,102.5,309.8,24.191803,120.59424,2.98,true,4.7,19,12
39,91,82,96,106.8,309.8,24.191803,120.59424,3.0,true,3.5,19,11
40,89,84,96,108.9,309.8,24.191803,120.59424,2.98,true,0.0,19,10
41,90,92,96,115.3,309.8,24.191803,120.59424,3.84,true,0.0,19,9
42,75,93,96,117.5,309.8,24.191803,120.59424,3.84,true,0.0,19,8
43,63,92,96,121.8,309.8,24.191803,120.59424,3.86,true,0.0,19,7
44,63,93,97,123.9,309.8,24.191803,120.59424,3.42,true,0.0,19,6
45,0,93,97,126.0,309.8,24.191803,120.59424,3.42,true,0.0,19,0
46,0,0,97,130.3,309.8,24.191803,120.59424,3.0,true,0.0,19,0
47,0,0,97,134.6,309.8,24.191803,120.59424,3.42,true,0.0,19,0
48,0,0,97,136.7,309.8,24.191803,120.59424,2.98,true,1.9,19,0
49,0,0,97,141.0,309.8,24.191803,120.59424,3.42,true,0.0,19,0
50,0,0,97,141.0,310.0,24.191803,120.59424,3.0,false,0.0,19,0
51,0,0,96,141.0,310.0,24.191803,120.59424,2.14,false,0.0,19,0
66,130,69,96,141.0,309.8,24.191803,120.59424,0.0,false,7.1,19,18
67,110,69,98,143.1,309.8,24.191803,120.59424,0.131,true,5.7,19,15
68,134,81,100,145.2,309.8,24.191858,120.59427,0.247,true,3.8,19,16
69,183,81,100,147.4,309.8,24.191889,120.594284,0.356,true,4.0,19,22
70,165,83,101,149.5,310.4,24.191917,120.59429,0.447,true,4.7,19,19
71,164,82,101,151.6,310.4,24.191946,120.59431,2.12,true,4.0,19,19
72,176,83,101,158.1,310.4,24.191975,120.59432,3.0,true,2.7,19,20
73,169,84,101,162.3,310.4,24.192005,120.59434,3.42,true,2.3,19,19
74,170,85,101,164.5,310.8,24.192036,120.59435,3.42,true,3.1,19,19
75,137,85,101,168.7,310.8,24.192064,120.59436,3.84,true,3.1,19,15
76,126,85,101,170.9,310.8,24.192091,120.594376,3.86,true,2.7,19,14
77,124,84,100,175.1,310.8,24.192122,120.59439,3.4,true,3.1,19,14
78,129,82,99,179.4,311.2,24.192148,120.59441,3.42,true,2.7,19,15
79,159,81,99,181.6,311.2,24.192179,120.59442,3.42,true,7.2,19,19
80,159,82,98,185.8,311.2,24.192207,120.59444,3.42,true,6.3,19,19
81,118,85,98,189.0,311.8,24.192255,120.59446,3.62,true,5.4,19,13
82,118,87,98,192.2,312.0,24.19227,120.59447,3.42,true,5.3,19,13
83,110,87,98,196.5,312.0,24.192303,120.59448,3.42,true,1.2,19,12
84,118,91,99,200.8,312.0,24.192335,120.5945,3.84,true,-1.2,19,12
85,117,91,99,205.1,312.0,24.192366,120.59451,3.86,true,-1.2,19,12
86,130,92,100,209.3,311.8,24.1924,120.59453,4.06,true,-1.3,19,13
87,143,91,100,213.6,311.8,24.19243,120.594536,4.28,true,3.1,19,15
88,127,89,100,215.7,311.8,24.19246,120.59456,3.84,true,7.8,19,14
89,123,89,101,217.9,312.4,24.192493,120.59457,3.42,true,6.7,19,13
90,122,89,101,222.1,312.8,24.192526,120.59458,3.4,true,5.8,19,13
91,112,91,102,228.6,312.8,24.192556,120.594604,3.86,true,2.2,19,12
92,112,94,102,232.8,312.8,24.192589,120.59462,3.84,true,2.3,19,11
93,101,94,103,236.0,312.8,24.192636,120.59464,4.06,true,2.7,19,10
94,117,94,103,239.2,313.2,24.192652,120.59466,4.26,true,2.3,19,12
95,106,94,104,243.5,313.2,24.192682,120.59467,4.28,true,2.2,19,11
96,106,93,104,249.9,313.2,24.192713,120.59469,4.26,true,0.0,19,11
97,114,93,105,254.2,313.2,24.192745,120.5947,4.28,true,0.0,18,12
98,90,94,105,258.5,313.2,24.19278,120.59472,4.5,true,0.0,18,9
99,92,94,105,260.6,313.2,24.192814,120.594734,4.28,true,0.0,18,9
100,126,93,106,262.7,313.2,24.192844,120.59475,3.84,true,1.3,18,13
101,126,93,106,267.0,313.2,24.19288,120.594765,3.42,true,1.2,18,13
102,103,93,106,273.4,313.4,24.192913,120.59477,3.84,true,1.0,18,11
103,117,93,107,277.7,313.4,24.192945,120.59479,3.84,true,2.3,18,12
104,121,93,106,282.0,313.4,24.19298,120.5948,4.28,true,1.6,18,12
105,106,94,107,284.1,313.6,24.193014,120.59481,4.28,true,1.3,18,11
106,96,95,107,286.2,313.6,24.193048,120.594826,3.84,true,1.3,18,10
107,114,95,107,292.6,313.6,24.193085,120.59484,3.84,true,2.7,18,11
108,97,96,107,296.9,313.6,24.193085,120.59484,3.84,true,4.7,18,10
109,79,95,107,299.0,314.0,24.193155,120.594864,3.4,true,5.3,18,8
110,88,94,107,303.3,314.4,24.19319,120.59487,3.84,true,4.7,18,9
111,80,93,107,307.6,314.4,24.193224,120.59489,4.28,true,1.2,18,8
112,81,93,107,314.0,314.4,24.193258,120.594894,4.28,true,0.0,18,8
113,85,92,107,316.1,314.2,24.193293,120.5949,3.84,true,0.0,18,9
114,90,91,107,320.4,314.4,24.193329,120.5949,4.28,true,0.0,18,9
115,98,90,107,322.5,314.4,24.19336,120.59491,3.84,true,3.5,18,10
116,105,88,107,328.9,314.4,24.193392,120.59492,4.26,true,4.0,18,11
117,107,87,107,333.2,314.8,24.193422,120.59492,3.84,true,3.1,18,12
118,104,87,107,335.4,315.0,24.193459,120.594925,3.86,true,4.0,18,11
119,95,87,107,341.8,315.0,24.193493,120.594925,4.28,true,1.6,18,10
120,103,87,107,343.9,315.0,24.193523,120.59493,4.28,true,0.0,18,11
121,80,88,107,346.0,315.0,24.193556,120.59495,3.42,true,0.0,18,9
122,88,87,107,350.3,315.0,24.193584,120.594955,3.42,true,0.0,18,10
123,138,87,107,354.6,315.0,24.193617,120.59496,3.84,true,0.0,18,15
124,138,87,107,356.7,315.0,24.19365,120.59497,2.98,true,4.7,18,15
125,119,86,107,363.1,315.0,24.193682,120.59497,3.84,true,5.4,18,13
126,109,85,108,367.4,315.8,24.19371,120.59496,4.28,true,4.7,18,12
127,115,85,108,369.5,315.8,24.193745,120.59497,3.84,true,5.3,18,13
128,138,85,108,373.8,315.8,24.193777,120.59497,3.84,true,1.4,18,16
129,124,86,108,378.1,315.8,24.193811,120.59497,4.28,true,1.3,18,14
130,152,85,108,381.3,316.0,24.19386,120.59497,3.64,true,1.3,18,17
131,152,84,108,384.5,316.0,24.193874,120.59497,3.42,true,4.3,18,17
132,150,83,108,388.8,316.0,24.193907,120.59498,3.86,true,7.2,18,17
133,143,83,108,392.0,316.4,24.193953,120.59497,3.63,true,7.8,18,16
134,142,82,109,395.1,317.0,24.193968,120.59498,3.4,true,7.8,18,17
135,171,82,109,397.3,317.0,24.193995,120.59497,3.2,true,4.3,18,20
136,150,81,109,401.6,317.0,24.194021,120.59496,3.42,true,0.0,18,18
137,179,82,109,405.8,317.0,24.194054,120.59496,3.4,true,0.0,18,21
138,151,83,109,408.0,317.0,24.19408,120.59495,3.21,true,0.0,18,17
139,151,85,109,412.2,317.0,24.194105,120.59495,3.42,true,4.7,18,17
140,133,85,110,416.5,317.0,24.19414,120.59494,3.84,true,4.0,18,15
141,158,85,110,418.6,317.6,24.194176,120.59493,3.4,true,4.0,18,18
142,158,86,109,422.9,317.6,24.194202,120.59493,3.42,true,4.7,18,18
143,135,86,109,427.2,317.6,24.19423,120.59492,3.84,true,4.0,18,15
144,117,85,109,429.3,317.6,24.194263,120.59492,3.42,true,7.8,18,13
145,145,84,109,433.6,318.2,24.19429,120.59491,3.42,true,9.3,18,16
146,136,84,108,435.7,318.6,24.19432,120.5949,3.42,true,7.8,18,15
147,132,83,108,437.9,318.6,24.194345,120.594894,3.0,true,5.4,18,15
148,165,83,108,442.1,318.6,24.194382,120.594894,2.98,true,1.3,18,19
149,135,83,109,448.5,319.0,24.19441,120.59489,3.84,true,1.2,18,16
150,149,83,109,450.7,318.8,24.194435,120.59489,3.42,true,1.2,18,17
151,178,83,110,455.0,318.8,24.194466,120.59488,3.86,true,-1.3,18,20
152,178,83,110,459.2,318.8,24.194492,120.59487,4.26,true,3.5,18,20
153,149,84,109,463.5,318.8,24.194527,120.59487,4.28,true,4.0,18,17
154,142,84,109,467.8,319.4,24.194569,120.594864,3.86,true,4.0,18,16
155,179,84,109,469.9,319.4,24.194595,120.59486,3.84,true,6.7,18,20
156,156,85,109,474.2,319.4,24.19463,120.59485,3.84,true,12.5,18,18
157,140,86,109,478.5,319.8,24.19466,120.59484,3.86,true,12.5,18,16
158,153,87,109,480.6,321.0,24.194693,120.59483,3.42,true,10.7,18,17
159,159,87,109,482.7,321.0,24.194733,120.594826,2.98,true,6.3,18,17
160,145,87,110,489.1,321.0,24.19477,120.59482,3.84,true,-1.3,18,16
161,140,86,111,491.3,320.6,24.194801,120.59482,3.42,true,-1.2,18,16
162,152,86,112,495.5,320.8,24.19483,120.59481,3.4,true,-1.6,18,17
163,149,84,113,499.8,320.8,24.194868,120.5948,3.84,true,6.2,18,17
164,150,84,114,502.0,320.8,24.1949,120.5948,3.86,true,5.3,18,17
165,145,86,115,504.1,321.4,24.194933,120.594795,3.0,true,6.3,18,16
166,142,85,115,510.5,321.6,24.194965,120.59479,3.84,true,5.4,18,16
167,146,86,116,512.6,321.6,24.195002,120.59478,3.42,true,1.0,18,16
168,152,85,115,516.9,321.6,24.19503,120.59477,3.42,true,4.0,18,17
169,156,84,116,523.3,321.6,24.195065,120.594765,4.26,true,3.5,18,18
170,145,84,116,525.5,322.2,24.195095,120.594765,4.28,true,3.5,18,16
171,150,84,116,529.7,322.2,24.195127,120.594765,3.84,true,4.7,18,17
172,162,84,117,534.0,322.2,24.19516,120.59476,4.28,true,1.3,18,18
173,138,84,117,536.1,322.2,24.19519,120.59475,3.84,true,1.3,18,16
174,145,84,118,540.4,322.4,24.195223,120.59475,3.42,true,1.6,18,16
175,129,84,118,544.7,322.4,24.195255,120.59475,3.84,true,5.3,18,15
176,181,82,118,546.8,322.4,24.195288,120.59475,3.42,true,6.7,18,21
177,153,83,118,551.1,323.0,24.19532,120.59474,3.42,true,7.8,18,18
178,159,83,118,555.3,323.4,24.19535,120.594734,3.84,true,7.8,18,18
179,141,84,117,557.5,323.4,24.1954,120.59474,3.41,true,2.7,18,16
180,143,84,117,559.6,323.4,24.195415,120.59474,2.98,true,1.6,18,16
181,133,83,117,566.0,323.4,24.195446,120.59474,3.84,true,1.6,18,15
182,170,81,117,568.2,323.6,24.195475,120.594734,3.42,true,1.3,18,20
183,134,81,118,570.3,323.6,24.195503,120.594734,3.0,true,4.7,18,16
184,146,79,118,574.6,323.6,24.195536,120.594734,3.43,true,4.7,18,18
185,154,78,118,578.8,324.0,24.195564,120.594734,3.84,true,4.0,18,19
186,165,78,118,581.0,324.2,24.195595,120.59474,3.0,true,4.7,18,20
187,171,78,117,585.3,324.2,24.195625,120.59474,3.42,true,9.3,18,21
188,161,78,117,587.4,324.2,24.195654,120.59474,3.42,true,6.3,18,20
189,141,78,117,589.5,325.0,24.19568,120.59475,2.98,true,7.5,18,17
190,148,78,117,593.8,325.0,24.195711,120.59475,3.0,true,6.3,18,18
191,152,78,117,595.9,325.0,24.195742,120.59476,2.98,true,4.7,18,19
192,140,78,117,600.2,325.0,24.19577,120.594765,2.98,true,3.1,18,17
193,133,78,118,602.3,325.6,24.1958,120.594765,2.98,true,3.1,18,16
194,145,79,118,606.6,325.4,24.19583,120.59477,3.42,true,2.7,18,18
195,145,78,118,608.8,325.4,24.19586,120.59477,3.0,true,3.7,18,18
196,138,79,119,615.2,325.4,24.19589,120.59477,3.86,true,6.7,17,17
197,148,79,120,618.4,326.2,24.195936,120.59478,3.64,true,6.7,17,18
198,146,79,120,621.6,326.4,24.195951,120.59479,3.86,true,9.4,17,18
199,146,79,120,623.7,326.4,24.19598,120.594795,3.42,true,1.4,17,18
200,136,79,120,625.8,326.4,24.19601,120.5948,3.4,true,1.6,17,16
201,145,81,120,632.3,326.4,24.196045,120.5948,3.42,true,1.3,17,17
202,128,82,120,634.4,326.6,24.196075,120.5948,3.2,true,1.3,17,15
203,150,83,120,638.7,326.6,24.196108,120.59481,3.42,true,6.3,17,17
204,138,83,120,640.8,326.6,24.19614,120.59482,3.42,true,4.0,17,16
205,137,82,120,645.1,327.2,24.19617,120.594826,3.86,true,4.7,17,16
206,167,82,120,649.3,327.2,24.1962,120.59483,3.4,true,3.5,17,19
207,167,82,120,651.5,327.2,24.19623,120.59484,3.42,true,0.0,17,19
208,139,82,120,657.9,327.2,24.19626,120.59485,3.84,true,5.3,17,16
209,168,82,120,660.0,327.2,24.19629,120.59486,3.84,true,4.7,17,20
210,122,82,120,664.3,328.0,24.19632,120.59487,3.84,true,6.3,17,14
211,132,83,120,668.6,328.0,24.196348,120.59489,3.86,true,6.3,17,15
212,133,82,120,670.7,328.0,24.19639,120.594894,3.84,true,1.6,17,15
213,132,82,119,672.8,328.0,24.196405,120.5949,2.98,true,1.6,17,15
214,121,82,119,677.1,328.2,24.196436,120.59492,3.42,true,1.3,17,14
215,124,82,120,681.4,328.2,24.196463,120.59493,3.42,true,4.0,17,14
216,124,80,119,685.7,328.2,24.19649,120.59494,3.42,true,6.3,17,15
217,131,79,120,687.8,328.6,24.196516,120.594955,3.42,true,5.4,17,16
218,129,78,120,689.9,329.0,24.196543,120.59497,3.42,true,6.3,17,16
219,130,77,120,696.3,329.0,24.19657,120.59498,3.84,true,2.7,17,16
220,136,76,119,698.5,329.0,24.196594,120.59499,3.42,true,1.3,17,17
221,109,75,119,702.7,329.0,24.19662,120.595,3.4,true,1.6,17,14
222,124,75,119,704.9,329.2,24.196648,120.59502,3.42,true,1.6,17,16
223,124,75,118,709.2,329.2,24.196672,120.59503,3.86,true,9.4,17,16
224,139,75,117,711.3,329.2,24.1967,120.59504,3.0,true,6.3,17,18
225,148,74,117,715.5,330.2,24.196726,120.595055,3.4,true,6.3,17,19
226,130,76,117,717.7,330.0,24.196753,120.59506,3.0,true,6.3,17,16
227,142,76,117,722.0,330.0,24.19678,120.59508,3.42,true,1.6,17,18
228,142,77,117,724.1,330.0,24.196808,120.59509,2.98,true,4.7,17,18
229,135,77,117,728.4,330.4,24.196835,120.5951,3.42,true,4.7,17,17
230,138,77,116,730.5,330.6,24.196863,120.595116,3.0,true,4.7,17,17
231,140,77,117,734.8,330.6,24.19689,120.59512,3.42,true,1.6,17,17
232,141,76,117,736.9,330.6,24.196917,120.59514,2.98,true,4.7,17,18
233,141,76,117,741.2,330.6,24.196943,120.595146,3.42,true,5.6,17,18
234,144,76,117,743.3,331.2,24.196968,120.59516,2.98,true,4.7,17,18
235,141,76,118,745.5,331.2,24.196997,120.59518,3.0,true,4.7,17,18
236,124,77,118,749.7,331.2,24.197025,120.595184,2.98,true,4.7,17,15
237,120,77,118,754.0,331.2,24.197054,120.5952,3.42,true,4.7,17,15
238,122,79,118,756.1,331.8,24.19708,120.59521,2.98,true,4.7,17,15
239,103,81,117,758.3,331.8,24.197113,120.595215,3.0,true,4.0,17,12
240,117,82,118,762.5,331.8,24.197142,120.59523,3.4,true,0.0,17,14
241,121,82,118,769.0,331.8,24.19717,120.595245,3.86,true,0.0,17,14
242,111,82,118,772.2,331.8,24.197214,120.59527,3.64,true,0.0,17,13
243,104,83,120,775.4,331.8,24.197227,120.595276,3.86,true,0.0,17,12
244,127,83,120,777.5,331.8,24.197258,120.59529,3.84,true,3.4,17,15
245,94,84,120,781.8,331.8,24.197289,120.5953,3.86,true,3.1,17,11
246,104,84,120,783.9,332.2,24.197317,120.595314,2.98,true,2.7,17,12
247,99,84,120,788.2,332.2,24.197348,120.59533,3.2,true,2.7,17,11
248,99,85,120,792.5,332.2,24.197378,120.595345,3.42,true,2.7,17,11
249,112,84,120,796.7,332.2,24.197409,120.59535,3.84,true,2.7,17,13
250,116,84,120,798.9,332.6,24.197437,120.59537,3.42,true,2.7,17,13
251,116,85,120,803.1,332.6,24.197468,120.595375,3.84,true,6.3,17,13
252,125,85,120,807.4,332.6,24.197493,120.59539,3.84,true,2.9,17,14
253,125,73,120,809.5,333.0,24.197517,120.595406,3.4,true,3.1,17,16
254,18,73,119,812.8,333.0,24.197556,120.59541,3.21,true,3.7,17,2
255,134,36,118,816.0,333.0,24.197565,120.59542,3.42,true,0.0,17,36
256,125,67,118,818.1,333.0,24.197594,120.595436,3.0,true,0.0,17,18
257,96,70,117,820.2,333.0,24.197618,120.59544,2.56,true,0.0,17,13
258,100,72,117,822.3,333.0,24.197645,120.59546,2.56,true,0.0,17,13
259,110,73,116,826.6,333.0,24.197672,120.59547,2.77,true,6.3,17,14
260,135,74,115,828.8,333.0,24.197699,120.595474,2.56,true,1.2,17,17
261,136,76,115,833.0,333.8,24.197725,120.5955,2.98,true,1.2,17,17
262,110,84,114,839.4,333.2,24.197756,120.59551,3.84,true,1.2,17,13
263,80,84,114,843.7,333.2,24.197786,120.59552,4.28,true,1.2,17,9
264,80,86,114,845.8,333.2,24.197817,120.595535,3.84,true,7.8,17,9
265,0,86,114,850.1,334.0,24.197844,120.59555,4.26,true,9.3,17,0
266,0,0,115,852.3,334.2,24.197863,120.595566,3.86,true,11.6,17,0
267,0,0,115,854.4,334.2,24.197876,120.59557,3.0,true,8.7,17,0
268,0,0,115,854.4,334.2,24.197876,120.59557,2.14,false,1.9,17,0
269,0,0,115,854.4,334.2,24.19788,120.59558,1.72,false,0.0,17,0
270,0,0,115,854.4,333.8,24.19788,120.59558,0.86,false,0.0,17,0
309,168,51,101,857.3,334.2,24.197947,120.59559,0.072,false,0.0,17,31
310,150,65,101,860.6,334.2,24.197971,120.5956,0.155,true,3.0,17,22
311,120,73,101,864.1,334.2,24.197998,120.59561,0.237,true,3.2,17,16
312,133,74,102,867.8,334.2,24.198025,120.59563,0.319,true,3.5,17,17
313,133,78,101,869.9,334.6,24.198055,120.59564,0.36,true,3.3,17,16
314,100,81,101,872.0,334.6,24.198055,120.59564,0.36,true,3.8,17,12
315,127,81,101,876.3,334.6,24.198114,120.59567,3.14,true,0.0,17,15
316,110,88,101,878.4,334.6,24.198145,120.59569,2.86,true,0.0,17,12
317,109,87,101,884.8,334.6,24.198175,120.5957,3.4,true,0.0,17,12
318,115,87,101,889.1,334.6,24.198206,120.59572,3.84,true,0.0,16,13
319,101,87,101,891.3,334.6,24.198236,120.595726,3.86,true,1.3,16,11
320,120,87,101,895.5,334.6,24.198265,120.59575,3.84,true,1.3,16,13
321,106,88,102,899.8,334.8,24.198296,120.59576,4.28,true,1.3,16,12
322,90,89,102,904.1,334.8,24.198296,120.59576,3.86,true,1.3,16,10
323,106,91,101,906.2,334.8,24.198357,120.595795,3.42,true,1.3,16,11
324,119,92,102,910.5,334.8,24.19839,120.5958,3.84,true,2.7,16,12
325,113,91,102,914.8,335.0,24.198423,120.59582,3.86,true,2.3,16,12
326,113,91,102,919.0,335.2,24.198456,120.59583,3.84,true,2.7,16,12
327,138,92,102,923.3,335.2,24.198488,120.59585,3.84,true,1.3,16,14
328,130,92,102,925.4,335.2,24.19852,120.59586,3.84,true,4.7,16,13
329,114,94,103,929.7,335.2,24.198553,120.59588,3.84,true,4.0,16,12
330,113,95,103,931.8,335.8,24.198586,120.595894,3.4,true,3.5,16,11
331,116,96,103,938.3,335.8,24.19862,120.59591,3.86,true,3.5,16,12
332,95,96,103,942.5,335.8,24.198654,120.59592,3.84,true,3.1,16,9
333,115,95,104,946.8,335.8,24.198687,120.59594,4.28,true,3.5,16,12
334,110,95,105,951.1,336.4,24.19872,120.59595,4.28,true,4.0,16,11
335,113,95,105,955.3,336.4,24.198755,120.59596,4.7,true,4.7,16,11
336,103,94,105,957.5,336.4,24.198788,120.59598,3.84,true,1.3,16,10
337,97,95,106,959.6,336.4,24.19882,120.59599,3.42,true,1.3,16,10
338,96,95,106,966.0,336.6,24.198854,120.59601,3.84,true,1.3,16,10
339,149,95,107,970.3,336.6,24.19889,120.59602,3.84,true,1.0,16,15
340,147,94,107,972.4,336.6,24.198923,120.59603,3.42,true,2.3,16,15
341,111,96,106,978.8,336.6,24.198957,120.59605,4.26,true,2.3,16,11
342,101,96,106,983.1,337.0,24.198992,120.59606,4.7,true,2.3,16,10
343,3,96,106,987.4,337.0,24.199022,120.59608,4.28,true,2.7,16,0
344,107,44,105,989.5,337.0,24.19905,120.59609,3.84,true,3.5,16,23
345,96,87,105,993.8,337.0,24.199083,120.59611,4.28,true,4.0,16,11
346,66,86,105,1000.2,337.6,24.199112,120.59612,4.28,true,4.0,16,7
347,131,87,105,1002.3,337.6,24.19914,120.59614,3.84,true,3.5,16,14
348,152,85,105,1004.5,337.6,24.199171,120.59615,3.42,true,1.6,16,17
349,112,86,105,1010.9,337.6,24.199202,120.59617,4.28,true,1.3,16,12
350,117,88,104,1013.0,337.8,24.199232,120.59618,3.84,true,1.3,16,13
351,119,89,104,1017.3,337.8,24.199265,120.5962,3.42,true,1.3,16,13
352,126,90,104,1019.4,337.8,24.199299,120.596214,3.42,true,1.2,16,13
353,137,91,104,1025.8,337.8,24.199331,120.59623,4.26,true,1.3,16,14
354,127,93,106,1030.1,338.0,24.199366,120.596245,3.84,true,1.3,16,13
355,127,94,106,1032.2,338.0,24.199398,120.59626,3.84,true,1.6,16,13
356,133,94,107,1034.4,338.0,24.19943,120.596275,3.42,true,-1.9,16,14
357,127,94,108,1038.6,338.0,24.199463,120.59629,3.84,true,-1.3,16,13
358,119,96,108,1040.8,337.8,24.199495,120.59631,3.0,true,-1.3,16,12
359,106,98,109,1047.2,337.8,24.199532,120.59633,3.42,true,1.3,16,10
360,104,99,109,1049.3,337.8,24.199566,120.596344,3.42,true,2.1,16,10
361,132,101,109,1053.6,338.2,24.1996,120.59636,3.84,true,2.3,16,12
362,132,102,109,1060.0,338.2,24.199638,120.596375,4.28,true,2.3,16,12
363,99,103,110,1064.3,338.2,24.199675,120.5964,4.7,true,0.0,16,9
364,169,104,111,1066.4,338.2,24.19971,120.596405,3.84,true,2.1,16,16
365,147,96,111,1072.8,338.2,24.199747,120.59643,4.7,true,2.1,16,15
366,131,89,111,1079.2,338.6,24.199785,120.59644,5.12,true,1.9,16,14
367,144,91,111,1083.5,338.6,24.199821,120.59646,4.7,true,2.1,16,15
368,150,93,111,1087.8,338.6,24.199862,120.59648,4.7,true,1.0,16,15
369,134,95,112,1092.0,338.6,24.199903,120.5965,5.12,true,1.0,16,13
370,120,96,112,1098.4,338.8,24.199945,120.59652,5.12,true,0.9,16,12
371,139,98,113,1102.7,338.8,24.199986,120.596535,4.7,true,0.9,16,14
372,123,99,113,1109.1,338.8,24.200027,120.59655,5.12,true,3.1,16,12
373,132,98,113,1113.4,338.8,24.200089,120.59658,5.12,true,2.8,16,13
374,130,97,114,1117.7,339.4,24.20011,120.59659,5.14,true,3.1,16,13
375,139,97,114,1124.1,339.4,24.20015,120.5966,5.14,true,2.8,16,14
376,128,97,114,1128.3,339.4,24.20019,120.59663,5.12,true,-0.9,16,13
377,132,98,114,1134.8,339.4,24.200232,120.59665,5.14,true,-1.0,16,13
378,123,98,114,1139.0,339.2,24.200274,120.596664,5.12,true,-1.0,16,12
379,125,99,113,1143.3,339.2,24.200314,120.59668,5.12,true,-1.0,16,12
380,111,99,113,1147.6,339.2,24.200356,120.596695,4.7,true,4.1,16,11
381,107,100,113,1154.0,339.2,24.2004,120.59672,5.14,true,3.7,16,10
382,95,101,112,1158.3,340.0,24.200441,120.59674,4.7,true,3.8,16,9
383,110,100,112,1164.7,340.0,24.200483,120.596756,5.14,true,4.7,16,11
384,110,100,113,1168.9,340.0,24.200525,120.59678,5.12,true,1.0,16,11
385,106,100,113,1171.1,340.0,24.200565,120.596794,4.7,true,1.2,16,10
386,103,99,113,1177.5,340.2,24.200607,120.59682,4.7,true,1.0,16,10
387,103,99,113,1181.8,340.2,24.200647,120.59683,4.7,true,0.0,16,10
388,101,99,113,1188.2,340.2,24.20069,120.596855,4.7,true,0.0,16,10
389,102,98,113,1194.6,340.0,24.200731,120.59687,5.14,true,0.0,16,10
390,115,98,113,1201.0,340.2,24.200771,120.59689,5.98,true,0.0,16,11
391,112,97,113,1205.2,340.2,24.200811,120.59691,5.54,true,2.8,16,11
392,100,98,113,1211.7,340.2,24.200855,120.59693,5.98,true,2.1,16,10
393,103,98,113,1215.9,340.6,24.200895,120.59695,5.54,true,1.9,16,10
394,116,99,113,1220.2,340.6,24.200935,120.59696,5.12,true,2.1,16,11
395,114,98,113,1226.6,340.6,24.20098,120.59698,5.12,true,1.0,16,11
396,98,98,113,1230.9,340.6,24.20102,120.597,5.14,true,-1.0,16,10
397,100,97,113,1235.2,340.8,24.201061,120.597015,4.7,true,-1.0,16,10
